"sku","national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk","oe_constraint","ppap_risk","stop_auto_buy","rev_stop","went_on_backorder"
15871,102,8,3,0,0,44,7,29,62,97,58,0,0,0.96,0.96,0,0,0,0,1,0,0
15872,6,2,0,16,32,48,6,17,32,42,0,0,0,0.78,0.74,0,0,0,1,1,0,0
15873,2375,13,0,0,0,0,46,92,161,289,15,0,0,1,1,0,0,0,0,1,0,0
15874,3,4,0,0,0,0,0,0,1,2,0,0,0,0.73,0.78,0,0,0,0,1,0,0
15875,0,2,0,30,60,75,0,0,0,0,3,0,0,0.83,0.83,0,0,0,0,1,0,1
15876,5,8,0,0,0,0,0,0,0,0,1,0,0,1,0.9,0,0,0,0,1,0,0
15877,75,8,1,0,0,0,4,13,29,38,6,0,0,0.31,0.18,0,0,0,0,1,0,0
15879,7,2,0,0,0,0,2,4,9,12,4,0,0,0.91,0.95,0,0,0,0,1,0,0
15880,2,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
15881,314,2,85,504,1204,1932,191,619,1343,2016,64,0,0,0.93,0.92,0,0,0,0,1,0,0
15882,24,8,0,0,0,0,0,0,0,0,0,0,0,0.74,0.76,0,0,0,1,1,0,0
15884,76,14,0,30,30,60,9,26,60,87,4,0,0,0.99,0.99,0,0,0,0,1,0,0
15885,38,8,10,18,54,72,4,22,47,78,17,0,0,1,0.97,0,0,0,0,1,0,0
15886,20,8,0,0,0,0,19,30,30,30,0,0,0,0.9,0.94,0,0,0,0,1,0,0
15887,68,8,0,0,0,0,1,1,4,9,0,0,0,0.41,0.46,0,0,0,0,1,0,0
15889,133,8,72,1049,1721,2257,329,882,1520,2274,334,0,88,0.44,0.62,29,0,0,0,1,0,1
15890,2305,8,1714,4630,9005,14005,1667,5161,9540,14064,1522,0,0,0.99,0.98,0,0,0,0,1,0,0
15891,28,8,0,100,100,100,10,46,69,104,22,0,0,0.85,0.87,0,0,0,0,1,0,0
15892,5,12,0,0,0,0,0,0,0,0,0,0,0,0.57,0.68,0,0,0,0,1,0,0
15895,2,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.76,0,0,0,0,1,0,0
15898,96,8,0,14,34,49,0,15,31,56,6,0,0,0.66,0.72,0,0,0,0,1,0,0
15902,0,4,0,9,9,9,0,0,0,0,1,0,0,0.22,0.15,0,1,0,0,1,0,0
15903,11,6,0,84,84,84,25,35,56,91,11,0,0,0.78,0.78,0,0,0,0,1,0,1
15905,2,9,0,0,0,0,1,1,1,1,1,0,0,0.68,0.66,0,0,0,0,1,0,0
15906,0,2,0,1,1,1,0,0,0,4,0,0,0,0.96,0.9,0,0,0,0,1,0,1
15907,85,9,0,0,0,0,0,0,0,0,0,0,0,0.85,0.83,0,0,0,0,1,0,0
15908,3,8,0,0,0,1,0,0,1,3,2,0,0,0.96,0.97,0,0,0,0,1,0,0
15909,2,8,0,0,0,0,1,1,1,1,0,0,0,0.99,0.99,0,0,0,1,1,0,0
15910,50,2,35,34,100,155,8,52,119,176,14,0,13,0.84,0.82,0,0,0,0,1,0,0
15912,973,4,0,900,900,900,90,329,624,921,92,0,0,0,0.03,0,0,0,0,1,0,0
15914,7,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,1,0,0,1,0,0
15915,62,9,0,20,60,100,20,50,70,110,19,0,0,0.94,0.83,0,0,0,0,1,0,0
15916,17,8,0,0,18,36,4,13,39,63,7,0,0,0.99,0.99,0,0,0,1,1,0,0
15917,50,12,0,0,0,0,0,0,0,0,1,0,0,0.48,0.48,0,1,0,0,1,0,0
15918,12,8,0,0,0,0,0,0,0,0,0,0,0,0.8,0.82,0,0,0,0,1,0,0
15919,6,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
15920,2,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,0,0,0,1,0,0
15922,7,8,0,0,0,0,0,0,0,0,0,0,0,0.8,0.82,0,0,0,0,1,0,0
15923,160,8,0,48,144,224,0,0,0,0,0,0,0,0.97,0.98,0,0,0,1,1,0,0
15924,334,2,173,468,1064,1596,163,656,1347,2046,185,0,0,0.99,0.97,0,0,0,0,1,0,0
15925,87,12,0,0,0,0,1,1,2,4,0,0,0,0.69,0.68,0,0,0,0,1,0,0
15926,410,8,149,375,735,1023,173,526,999,1515,259,0,0,0.7,0.71,0,0,0,1,1,0,0
15927,0,9,0,3,5,7,0,1,3,4,2,0,0,0.68,0.66,0,0,0,1,1,0,0
15929,3,8,0,0,1,3,0,1,2,4,0,0,0,0.85,0.64,0,0,0,0,1,0,0
15930,5,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,0,0,0,1,0,0
15931,345,12,83,0,0,110,67,135,299,517,74,0,0,0.78,0.78,0,0,0,1,1,0,0
15932,0,13,0,0,0,0,0,0,0,0,0,0,0,0.96,0.97,0,0,0,0,1,0,0
15933,2,4,0,0,0,0,1,1,1,1,1,0,0,0.22,0.14,0,1,0,0,1,0,1
15937,0,8,0,6,8,12,5,9,11,15,1,0,0,0.88,0.95,0,0,0,0,1,0,1
15938,9,8,0,51,71,121,1,51,70,91,5,0,0,0.96,0.98,0,0,0,0,1,0,1
15939,1205,4,1149,1404,2748,3996,410,1257,2456,3602,192,0,0,0.73,0.78,4,0,0,0,1,0,0
15940,62,8,0,42,77,111,15,54,94,142,19,0,0,0.96,0.96,0,0,0,1,1,0,0
15941,1,8,0,4,7,9,2,5,6,7,0,0,0,0.79,0.66,0,0,0,0,1,0,1
15944,7,8,0,7,14,21,5,12,22,33,7,0,0,0.99,0.96,0,0,0,0,1,0,1
15946,98,5,10,486,876,1226,223,542,757,757,28,0,90,0.65,0.71,0,0,0,0,1,0,0
15947,10,2,0,0,0,1,0,2,2,4,1,0,0,0.81,0.82,0,1,0,0,1,0,0
15948,7,8,0,185,185,185,2,2,7,11,0,0,0,0.5,0.52,0,1,0,0,0,0,0
15949,17,8,0,15,30,45,0,0,30,34,2,0,0,0.37,0.34,0,0,0,0,1,0,0
15950,3,9,3,0,0,0,1,4,7,9,0,0,0,0.68,0.66,0,0,0,0,1,0,0
15951,707,4,0,0,1100,1100,106,247,449,741,110,0,0,0.97,0.91,0,0,0,0,1,0,0
15952,5,2,0,0,1,3,0,3,3,3,1,0,0,0.67,0.61,0,0,0,0,1,0,0
15955,20,2,0,0,0,0,0,1,1,1,0,0,0,0.97,0.93,0,0,0,0,1,0,0
15956,5,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,1,1,0,0
15958,30,4,0,0,0,0,1,3,13,13,0,0,0,0.77,0.8,0,0,0,0,1,0,0
15959,11,12,0,0,0,0,0,0,0,0,1,0,0,0.74,0.74,0,0,0,0,1,0,0
15960,16,8,0,14,41,62,8,20,41,66,5,0,0,0.35,0.36,0,0,0,0,1,0,0
15962,216,8,0,0,0,0,0,0,2,3,1,0,0,0.81,0.78,0,0,0,0,1,0,0
15963,421,2,179,550,1210,1870,104,277,635,1025,156,0,0,0.9,0.95,0,0,0,0,1,0,0
15964,2,3,0,6,6,6,0,0,1,1,1,0,0,0.94,0.9,0,1,0,0,1,0,0
15965,126,2,0,0,0,0,153,154,154,154,4,0,0,0.43,0.71,0,0,0,0,1,0,0
15966,6,8,0,0,0,0,0,0,0,0,0,0,0,0.91,0.86,0,1,0,0,1,0,0
15967,44,2,4,20,50,82,21,38,97,128,11,0,0,0.97,0.95,0,0,0,0,1,0,0
15971,14,2,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0,0,0,0,1,0,0
15972,10,8,0,0,0,0,0,0,0,0,0,0,0,0.82,0.81,0,0,0,0,1,0,0
15973,9,6,0,0,0,0,0,0,0,1,0,0,0,0.79,0.66,0,0,0,0,1,0,0
15976,2780,4,1000,1000,4000,7000,0,32,40,52,0,0,0,0.98,0.96,0,0,0,0,1,0,0
15978,0,2,0,178,214,214,0,4,4,4,12,0,0,0.47,0.31,0,1,0,0,1,0,1
15979,10,8,0,1,7,12,2,13,21,22,1,0,0,0.46,0.35,0,0,0,0,1,0,0
15980,90,8,2,177,310,438,35,113,180,285,58,0,0,0.99,0.99,0,0,0,0,1,0,0
15981,4,9,0,0,0,0,0,0,0,0,1,0,0,0.69,0.68,0,0,0,0,1,0,0
15982,2,2,4,21,41,61,9,23,50,77,0,0,0,0.78,0.86,0,0,0,0,1,0,1
15983,59,8,0,0,0,0,3,6,8,15,1,0,0,0.5,0.66,0,0,0,0,1,0,0
15984,3,8,0,0,0,0,1,1,1,1,0,0,0,0.83,0.85,0,0,0,0,1,0,0
15986,2,2,0,0,0,0,0,0,0,0,1,0,0,0.99,0.99,0,0,0,0,1,0,0
15987,13,12,0,0,0,0,0,0,0,0,1,0,0,0.48,0.48,0,1,0,0,1,0,0
15989,132,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
15991,8,8,0,0,0,0,0,0,0,0,1,0,0,1,0.94,0,1,0,0,1,0,0
15992,0,8,0,118,154,208,0,0,0,0,14,0,23,0.91,0.93,0,0,0,0,1,0,1
15995,13,4,0,0,0,0,0,1,1,1,0,0,0,0.69,0.68,0,1,0,0,1,0,0
15996,10,2,0,2,4,4,0,0,2,6,0,0,0,1,1,0,1,0,0,1,0,0
15997,49,8,0,0,0,0,0,3,9,12,2,0,0,0.98,0.98,0,0,0,0,1,0,0
16000,11,2,0,0,0,0,0,0,0,0,0,0,0,0.71,0.66,0,1,0,0,1,0,0
16001,24,8,50,0,18,36,7,24,42,59,0,0,0,1,0.99,0,0,0,0,1,0,0
16002,6,8,0,63,108,153,14,38,85,122,0,0,0,0.78,0.75,0,0,0,1,1,0,1
16003,64,0,0,0,36,54,4,18,41,71,15,0,0,0,0,0,0,0,0,0,0,0
16004,3,2,0,0,1,3,0,0,1,1,0,0,0,0.88,0.9,0,1,0,1,1,0,1
16006,3,12,0,0,0,0,0,0,0,1,0,0,0,0.62,0.73,0,0,0,0,1,0,0
16007,0,8,0,10,10,10,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
16008,24,2,0,0,24,48,13,30,69,112,0,0,0,0.85,0.84,0,0,0,0,1,0,1
16011,894,8,10,0,0,0,10,36,42,44,6,0,0,1,0.84,0,0,0,0,1,0,0
16014,2,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,0
16016,3,4,0,30,40,60,4,8,23,30,4,0,0,1,1,0,0,0,0,1,0,0
16017,29,2,0,110,264,440,43,162,344,443,7,0,0,0.54,0.45,0,0,0,1,1,0,0
16018,7,8,0,0,6,9,1,3,5,8,0,0,0,0.77,0.64,0,0,0,0,1,0,0
16020,553,9,0,451,869,1287,178,461,953,1424,149,0,0,0.99,0.98,0,0,0,0,1,0,0
16021,-7,8,1,38,38,38,3,12,16,35,11,0,0,0.79,0.67,8,0,0,0,1,0,1
16023,4,8,2,1,1,1,0,1,2,6,1,0,1,0.96,0.96,0,0,0,0,1,0,0
16024,20,8,0,24,48,72,10,22,54,76,4,0,0,0.82,0.87,0,0,0,0,1,0,0
16025,4,12,0,0,0,0,0,0,0,0,1,0,0,0.78,0.78,0,0,0,0,1,0,0
16027,28,2,0,0,0,0,0,0,0,0,0,0,0,0.83,0.69,0,0,0,0,1,0,0
16029,9,4,0,0,0,0,0,0,0,0,0,0,0,0.22,0.14,0,1,0,0,1,0,0
16030,211,9,0,170,228,286,103,208,260,324,134,0,0,0.98,0.98,0,0,0,0,1,0,0
16032,0,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.74,0,0,0,0,1,0,0
16034,2,8,0,0,0,0,0,0,0,0,0,0,0,0.79,0.79,0,0,0,1,1,0,0
16035,6,2,0,0,0,0,1,2,5,5,1,0,0,0.97,0.98,0,0,0,0,1,0,0
16036,4,12,0,18,36,36,23,34,47,63,3,0,0,0.73,0.68,0,0,0,0,1,0,1
16037,500,12,0,0,0,0,0,0,0,0,0,0,0,0.96,0.86,0,0,0,0,1,0,0
16039,27,12,0,72,135,207,25,75,146,155,0,0,0,0.98,0.97,0,0,0,0,1,0,0
16040,0,3,0,11,11,11,4,4,5,9,1,0,0,0.75,0.65,0,0,0,0,1,0,0
16041,5,8,0,0,0,0,0,0,0,0,2,0,0,0.98,0.99,0,1,0,1,0,0,0
16042,7,12,0,21,42,63,5,21,32,47,6,0,0,0.62,0.73,0,0,0,0,1,0,0
16043,4,2,0,1,2,2,7,11,16,16,0,0,0,0.64,0.64,0,1,0,0,1,0,1
16045,4,4,0,3,6,12,1,4,8,11,0,0,0,0.68,0.66,0,0,0,0,1,0,1
16047,7,9,0,0,0,0,1,1,2,2,0,0,0,1,0.99,0,0,0,0,1,0,0
16048,239,12,37,290,590,740,101,323,659,1067,120,0,0,0.93,0.96,0,0,0,1,1,0,0
16049,1,8,2,24,34,44,7,14,35,51,1,0,0,0.98,0.99,0,0,0,0,1,0,1
16051,12,8,0,0,0,0,0,0,1,2,0,0,0,0.25,0.36,0,1,0,0,1,0,0
16052,53,9,2,6,30,60,9,32,65,92,14,0,0,1,0.96,0,0,0,0,1,0,0
16054,0,12,0,50,50,50,0,0,0,0,1,0,0,0.63,0.63,0,1,0,0,1,0,1
16055,9,8,0,0,0,0,1,1,1,3,2,0,0,0.9,0.94,0,0,0,0,1,0,0
16058,7,9,7,0,0,6,1,8,23,28,0,0,0,0.91,0.77,0,0,0,0,1,0,0
16059,0,9,0,0,0,0,0,0,0,0,1,0,0,0.7,0.66,0,0,0,0,1,0,0
16060,9,8,0,20,20,20,5,11,33,39,2,0,0,0.94,0.94,0,0,0,0,1,0,0
16061,64,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.94,0,0,0,0,1,0,0
16063,258,8,0,0,0,0,0,0,0,0,0,0,0,0.62,0.62,0,0,0,0,1,0,0
16066,2,9,0,0,0,0,0,0,0,0,1,0,0,0.7,0.66,0,0,0,0,1,0,0
16067,3,2,1,2,4,4,0,0,0,0,0,0,0,0.82,0.89,0,1,0,1,1,0,0
16068,590,8,0,1000,2000,3000,124,689,1000,1304,320,0,0,0.33,0.32,0,0,0,1,1,0,0
16070,1236,8,751,672,1344,2016,199,688,1315,2133,407,0,0,0.58,0.51,0,0,0,0,1,0,0
16071,9,8,0,0,0,0,0,0,0,0,1,0,0,0.81,0.82,0,0,0,0,1,0,0
16072,1,8,0,4,6,9,3,8,11,16,2,0,0,0.99,0.97,0,0,0,0,1,0,0
16073,12,3,0,18,36,60,5,20,42,67,4,0,0,0.98,0.99,0,0,0,0,1,0,0
16074,13,12,8,0,0,0,0,0,0,0,1,0,0,0.63,0.63,0,1,0,0,1,0,0
16075,562,8,152,484,778,1170,169,432,906,1505,135,0,0,0.99,0.99,0,0,0,0,1,0,0
16076,9,8,0,0,0,0,0,0,0,0,0,0,0,0.98,0.99,0,0,0,0,1,0,0
16077,0,2,0,14,14,14,0,0,1,1,0,0,0,0.83,0.86,0,1,0,0,0,0,1
16079,732,8,0,0,0,0,2,2,4,8,0,0,0,0.37,0.34,0,0,0,1,1,0,0
16080,141,2,0,0,60,140,20,50,72,73,8,0,0,0.97,0.93,0,1,0,0,1,0,0
16081,40,8,38,60,132,204,32,132,259,376,20,0,0,0.93,0.78,0,0,0,0,1,0,0
16082,272,8,0,0,0,0,0,1,9,13,2,0,0,1,1,0,0,0,0,1,0,0
16083,0,8,0,2,3,3,1,2,2,4,1,0,0,0.35,0.36,0,0,0,0,1,0,0
16085,29,2,0,0,0,0,3,6,11,12,2,0,0,0.74,0.77,0,0,0,0,1,0,0
16086,1,12,0,5,6,6,4,5,5,5,0,0,0,0.78,0.78,0,0,0,0,1,0,1
16087,32,8,0,0,0,0,0,0,0,0,0,0,0,0.98,0.97,0,0,0,0,1,0,0
16088,56,2,48,0,96,144,3,36,77,100,0,0,0,0.99,0.89,0,1,0,0,1,0,0
16089,0,2,0,12,18,18,0,0,0,0,0,0,0,0.73,0.69,0,1,0,0,1,0,0
16090,157,4,0,72,144,216,42,77,105,225,34,0,0,0.7,0.64,0,0,0,0,0,0,0
16092,41,8,0,33,33,33,7,16,35,50,3,0,0,0.97,0.9,0,0,0,0,1,0,0
16093,827,2,289,1200,2640,4260,497,1675,3042,4429,825,0,0,0.8,0.92,0,0,0,0,1,0,0
16097,5,10,0,0,0,0,0,0,0,0,0,0,0,0.89,0.9,0,0,0,0,1,0,0
16098,6,10,0,0,0,0,0,0,1,5,2,0,0,0.82,0.77,0,0,0,0,1,0,0
16099,63,2,0,0,0,0,9,24,52,86,0,0,0,1,1,0,0,0,0,1,0,0
16101,259,8,0,0,0,0,2,3,4,13,1,0,0,0.41,0.46,0,0,0,1,0,0,0
16102,22,14,0,0,0,0,1,2,3,6,2,0,0,0.56,0.47,0,1,0,0,1,0,0
16103,1,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,0,0,0,1,0,0
16104,211,9,21,305,525,800,62,259,558,760,87,0,0,0.81,0.9,0,0,0,0,1,0,0
16106,27,8,1,24,48,48,2,17,33,60,0,0,0,0.99,0.96,0,0,0,0,1,0,0
16107,23,8,9,9,33,63,4,18,52,79,5,0,0,0.98,0.98,0,0,0,1,1,0,0
16108,16,8,0,0,0,0,2,5,15,21,3,0,0,0.97,0.95,0,0,0,0,1,0,1
16109,99,2,0,0,0,350,4,20,59,208,5,0,0,1,1,0,0,0,0,1,0,0
16110,62,16,0,0,0,0,2,8,19,29,9,0,0,0.93,0.88,0,0,0,1,1,0,0
16111,10,2,0,0,0,0,0,0,0,0,1,0,0,0.22,0.38,0,0,0,0,1,0,0
16113,0,2,0,2,2,3,0,1,1,1,0,0,0,0.42,0.36,0,0,0,0,1,0,1
16114,-15,12,0,128,128,155,87,253,376,508,0,0,0,0,0.01,15,0,0,0,1,0,0
16117,2250,8,0,0,0,0,0,0,0,0,1,0,0,0.9,0.94,0,0,0,0,1,0,0
16118,30,8,0,19,49,69,4,14,49,60,0,0,0,0.77,0.78,0,0,0,0,1,0,0
16119,1,8,1,0,0,0,0,1,4,6,0,0,0,0.64,0.64,0,0,0,0,1,0,0
16121,2509,8,0,0,0,0,1,5,13,21,3,0,0,1,0.5,0,0,0,0,1,0,0
16122,28,2,0,0,0,0,14,21,23,27,2,0,0,1,0.9,0,0,0,0,1,0,1
16124,5,2,0,151,280,493,322,415,574,596,0,0,0,1,1,4,0,0,0,1,0,1
16125,3205,16,30,792,792,792,116,902,1415,1790,68,0,0,0.15,0.29,0,0,0,0,1,0,0
16126,8,8,0,0,0,0,2,2,5,6,0,0,0,0.83,0.91,0,1,0,0,1,0,0
16127,7,4,0,0,0,0,0,0,0,0,1,0,0,0.22,0.11,0,1,0,0,1,0,0
16128,3,12,0,0,0,0,0,0,1,2,0,0,0,0.73,0.79,0,0,0,0,1,0,0
16131,114,9,7,46,121,178,23,74,161,275,18,0,0,0.91,0.77,0,0,0,0,1,0,0
16132,105,8,56,129,269,479,73,196,357,489,55,0,0,0.78,0.86,0,0,0,0,1,0,0
16134,4,8,0,3,6,9,2,6,8,12,2,0,0,0.98,0.97,0,0,0,0,1,0,0
16137,62,8,0,0,0,0,0,0,0,0,0,0,0,0.96,0.96,0,0,0,0,1,0,0
16142,34,2,3,360,648,936,98,239,448,701,129,0,0,0.67,0.61,0,0,0,1,1,0,1
16143,26,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,0
16144,3,9,0,29,53,90,33,52,69,82,8,0,0,0.68,0.66,0,0,0,0,1,0,1
16146,9,12,0,1,3,5,0,3,6,12,3,0,0,0.89,0.89,0,0,0,1,1,0,0
16147,790,4,0,0,0,0,40,55,95,125,0,0,0,0.73,0.78,0,0,0,0,1,0,0
16149,52,12,0,0,0,21,5,17,34,59,0,0,0,0.92,0.94,0,0,0,0,1,0,0
16151,5,12,0,2,3,5,0,2,7,14,2,0,0,0.78,0.78,0,1,0,1,0,0,0
16153,40,8,0,0,0,0,0,1,6,12,0,0,0,0.62,0.62,0,0,0,0,1,0,0
16155,9,8,0,0,0,0,0,0,0,0,1,0,0,1,0.9,0,0,0,0,1,0,0
16156,3615,8,0,0,0,0,0,0,0,0,1,0,0,1,0.99,0,0,0,1,1,0,0
16157,5,12,4,0,0,4,0,1,5,9,0,0,0,0.82,0.79,0,0,0,0,1,0,0
16160,19,12,0,0,0,0,0,0,0,0,1,0,0,0.48,0.48,0,1,0,0,1,0,0
16161,0,0,0,58,128,210,1,1,1,1,27,0,0,0,0,0,1,0,0,1,0,1
16162,41,8,0,0,0,0,0,0,0,0,0,0,0,0.91,0.9,0,0,0,0,1,0,0
16163,2,8,0,0,0,0,0,0,2,2,0,0,0,0.94,0.95,0,0,0,0,1,0,0
16164,7,2,0,168,168,224,22,63,112,152,0,0,0,0.03,0.1,0,0,0,0,1,0,1
16165,4,4,0,16,32,48,13,30,44,57,3,0,0,0.87,0.91,0,0,0,0,1,0,1
16166,25,2,0,0,0,0,0,0,0,0,1,0,0,0.82,0.92,0,1,0,1,0,0,0
16168,346,8,25,325,700,1000,75,271,597,995,70,0,0,0.88,0.9,0,0,0,0,1,0,0
16170,23,12,0,0,0,0,0,4,11,23,0,0,0,0.78,0.75,0,0,0,0,1,0,0
16171,3,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.76,0,0,0,0,1,0,0
16173,68,8,16,47,71,95,6,30,62,116,70,0,0,0.93,0.95,0,0,0,0,1,0,0
16174,14,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
16176,8,8,0,0,4,8,4,7,15,21,0,0,0,0.79,0.87,0,0,0,0,1,0,0
16178,39,8,11,0,0,11,2,8,22,33,21,0,0,0.76,0.46,0,0,0,0,1,0,0
16179,2,8,0,72,98,150,11,34,76,115,22,0,0,0.99,0.99,0,0,0,1,1,0,1
16180,24960,12,0,0,0,0,0,0,0,0,0,0,0,0.94,0.87,0,0,0,1,1,0,0
16182,4,12,0,15,21,29,2,11,13,13,6,0,0,0.61,0.58,0,0,0,0,1,0,0
16183,711,8,115,1740,3528,5352,742,2206,4015,5988,118,0,0,0.99,0.98,0,0,0,0,1,0,0
16184,992,8,0,0,0,0,0,0,0,0,0,0,0,1,0.97,0,0,0,0,1,0,0
16185,85,8,0,0,0,0,5,14,27,42,5,0,0,0.83,0.83,0,0,0,1,1,0,0
16187,5,12,0,0,0,0,0,0,0,0,1,0,0,0.74,0.74,0,0,0,0,1,0,0
16188,0,9,0,241,241,241,0,0,0,0,0,0,0,0.92,0.77,90,0,0,0,1,0,1
16189,0,2,0,102,119,142,0,0,0,0,0,0,0,0.93,0.8,0,0,0,0,1,0,1
16191,2,12,0,4,4,4,0,0,0,0,1,0,0,0.48,0.48,0,1,0,0,1,0,0
16194,3,8,0,20,20,20,0,0,0,0,0,0,0,0.51,0.53,0,1,0,0,1,0,0
16195,250,2,0,184,368,717,85,262,485,698,85,0,0,0.87,0.84,0,0,0,0,1,0,0
16196,2,9,2,0,0,0,0,0,0,0,0,0,0,0.85,0.83,0,0,0,0,1,0,0
16197,28,8,0,0,15,33,0,9,21,35,0,0,0,0.74,0.74,0,0,0,0,1,0,0
16198,20,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
16199,4,8,0,0,0,4,1,4,4,4,0,0,0,0.89,0.78,0,0,0,0,1,0,1
16200,1,12,0,2,3,4,0,1,3,3,0,0,0,0.73,0.79,0,0,0,0,1,0,0
16201,20,8,0,4,8,13,4,7,20,26,9,0,0,0.98,0.94,0,0,0,0,1,0,0
16202,0,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0
16204,60,2,0,0,0,0,0,0,0,0,2,0,0,0,0.5,0,1,0,0,1,0,0
16205,80,14,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,1,0,0
16207,1,12,0,0,0,0,0,0,0,0,0,0,0,0.63,0.72,0,0,0,1,1,0,0
16208,81,2,0,0,0,0,2,4,6,8,0,0,0,1,0.99,0,1,0,0,1,0,0
16209,5,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
16210,33,8,0,0,0,0,1,4,6,12,1,0,0,0.53,0.54,0,0,0,1,1,0,0
16212,42,2,0,0,0,0,4,15,25,26,7,0,0,0.99,0.9,0,1,0,0,1,0,0
16215,2,12,0,0,0,0,0,0,0,0,0,0,0,0.77,0.73,0,0,0,0,1,0,0
16216,381,8,27,320,720,1160,81,358,797,1309,131,0,0,1,1,0,0,0,0,1,0,0
16217,13,12,0,0,0,0,0,0,0,0,1,0,0,0.48,0.48,0,1,0,0,1,0,0
16218,0,2,0,0,0,0,0,0,0,0,0,0,0,0.92,0.92,0,1,0,1,1,0,0
16219,0,2,0,19,59,59,0,0,0,0,0,0,0,0.79,0.83,0,1,0,0,1,0,0
16220,0,2,0,16,28,32,1,1,1,1,0,0,0,1,0.92,0,1,0,0,1,0,1
16223,2,12,0,0,0,0,1,1,2,3,0,0,0,0.75,0.7,0,0,0,0,1,0,1
16224,50,12,0,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
16225,11,2,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0
16226,321,8,0,360,540,720,53,228,438,764,109,0,0,0.93,0.96,0,0,0,0,1,0,0
16227,4,8,0,0,0,0,0,0,0,0,1,0,0,0.9,0.9,0,0,0,0,1,0,0
16228,9,2,0,0,0,0,0,2,5,6,0,0,0,0.85,0.76,0,0,0,1,1,0,1
16229,1,12,0,0,0,0,0,0,0,0,0,0,0,0.77,0.73,0,0,0,0,1,0,0
16231,4,2,0,0,0,0,2,7,9,9,0,0,0,0.92,0.94,0,0,0,0,1,0,0
16232,3,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.79,0,0,0,0,1,0,0
16233,31,8,0,0,0,0,11,15,19,41,4,0,0,0.5,0.28,0,0,0,1,1,0,0
16237,20,2,0,0,0,0,0,1,4,6,0,0,0,0.97,0.46,0,0,0,0,1,0,0
16239,16,2,0,41,41,41,0,0,0,0,6,0,0,0.82,0.68,0,1,0,0,1,0,0
16240,0,2,4,0,3,3,0,0,0,0,0,0,0,0.53,0.54,0,1,0,0,1,0,0
16242,35,2,0,0,0,0,2,4,6,10,0,0,0,0.99,0.99,0,0,0,0,1,0,0
16243,0,8,0,13,13,13,2,5,11,17,3,0,0,0.02,0.12,0,0,0,1,1,0,1
16244,3,12,0,0,0,0,0,0,0,4,0,0,0,0.73,0.76,0,0,0,0,1,0,0
16245,1,8,0,17,28,37,2,8,18,29,0,0,1,0.96,0.96,0,0,0,0,1,0,1
16246,33,8,22,110,180,290,45,137,212,276,46,0,0,0.99,0.94,1,0,0,0,1,0,0
16247,1,16,0,0,0,0,1,1,1,1,0,0,0,0.31,0.4,0,0,0,0,1,0,0
16248,65,8,6,39,78,117,28,80,178,279,18,0,0,0.72,0.63,0,0,0,1,1,0,0
16249,0,8,0,0,0,0,0,0,0,0,0,0,0,0.74,0.83,0,0,0,0,1,0,0
16250,4,8,0,28,44,44,2,11,20,29,2,0,0,0.95,0.97,0,0,0,0,1,0,0
16251,2106,8,0,0,0,0,0,0,0,0,386,0,0,0.75,0.8,0,0,0,0,1,0,0
16252,16,2,0,0,0,0,0,0,2,4,2,0,0,0.85,0.83,0,0,0,1,1,0,0
16254,2,6,0,0,1,1,0,0,2,3,1,0,0,0.78,0.78,0,0,0,0,1,0,0
16255,3,2,0,4,6,8,2,4,5,7,0,0,0,0.5,0.2,0,1,0,0,1,0,1
